section,section_type,scenario,variant,year,slr_m,annual_cost_mid_eur,annual_cost_low_eur,annual_cost_high_eur,cumulative_cost_mid_eur,cumulative_cost_low_eur,cumulative_cost_high_eur,return_period_yr,closure_days_yr
Mondego (railway),Railway,SSP2-4.5,+Geoid,2037,0.32,18838653.00,9419327.00,32967643.00,156790560.00,78395280.00,274383480.00,0.44,18.8
Mondego (railway),Railway,SSP2-4.5,Baseline,2038,0.18,5919744.00,2959872.00,10359552.00,50548808.00,25274404.00,88460414.00,1.15,5.9
Mondego (railway),Railway,SSP2-4.5,+Geoid,2038,0.33,20436997.00,10218499.00,35764745.00,177227557.00,88613779.00,310148226.00,0.41,20.4
Mondego (railway),Railway,SSP2-4.5,Baseline,2039,0.19,6437928.00,3218964.00,11266373.00,56986736.00,28493368.00,99726787.00,1.07,6.4
Mondego (railway),Railway,SSP2-4.5,+Geoid,2039,0.34,22167733.00,11083866.00,38793533.00,199395290.00,99697645.00,348941758.00,0.38,22.2
Mondego (railway),Railway,SSP2-4.5,Baseline,2040,0.2,7000000.00,3500000.00,12250000.00,63986736.00,31993368.00,111976787.00,1.0,7.0
Mondego (railway),Railway,SSP2-4.5,+Geoid,2040,0.35,24041631.00,12020815.00,42072853.00,223436921.00,111718460.00,391014612.00,0.35,24.0
Mondego (railway),Railway,SSP2-4.5,Baseline,2041,0.21,7609592.00,3804796.00,13316785.00,71596327.00,35798164.00,125293573.00,0.93,7.6
Mondego (railway),Railway,SSP2-4.5,+Geoid,2041,0.36,26070325.00,13035162.00,45623069.00,249507246.00,124753623.00,436637680.00,0.33,26.1
Mondego (railway),Railway,SSP2-4.5,Baseline,2042,0.22,8270628.00,4135314.00,14473599.00,79866955.00,39933478.00,139767172.00,0.87,8.3
Mondego (railway),Railway,SSP2-4.5,+Geoid,2042,0.37,28266383.00,14133192.00,49466171.00,277773629.00,138886815.00,486103851.00,0.31,28.3
Mondego (railway),Railway,SSP2-4.5,Baseline,2043,0.23,8987354.00,4493677.00,15727870.00,88854310.00,44427155.00,155495042.00,0.81,9.0
Mondego (railway),Railway,SSP2-4.5,+Geoid,2043,0.38,30643380.00,15321690.00,53625915.00,308417009.00,154208505.00,539729766.00,0.29,30.6
Mondego (railway),Railway,SSP2-4.5,Baseline,2044,0.24,9764359.00,4882179.00,17087627.00,98618668.00,49309334.00,172582669.00,0.76,9.8
Mondego (railway),Railway,SSP2-4.5,+Geoid,2044,0.39,33215974.00,16607987.00,58127955.00,341632984.00,170816492.00,597857721.00,0.27,33.2
Mondego (railway),Railway,SSP2-4.5,Baseline,2045,0.25,10606602.00,5303301.00,18561553.00,109225270.00,54612635.00,191144222.00,0.71,10.6
Mondego (railway),Railway,SSP2-4.5,+Geoid,2045,0.4,36000000.00,18000000.00,63000000.00,377632984.00,188816492.00,660857721.00,0.25,36.0
Mondego (railway),Railway,SSP2-4.5,Baseline,2046,0.26,11519446.00,5759723.00,20159030.00,120744716.00,60372358.00,211303252.00,0.66,11.5
Mondego (railway),Railway,SSP2-4.5,+Geoid,2046,0.41,39012554.00,19506277.00,68271970.00,416645538.00,208322769.00,729129691.00,0.23,39.0
Mondego (railway),Railway,SSP2-4.5,Baseline,2047,0.27,12508687.00,6254343.00,21890202.00,133253403.00,66626701.00,233193455.00,0.62,12.5
Mondego (railway),Railway,SSP2-4.5,+Geoid,2047,0.42,42272099.00,21136050.00,73976174.00,458917637.00,229458819.00,803105865.00,0.22,42.3
Mondego (railway),Railway,SSP2-4.5,Baseline,2048,0.28,13580589.00,6790294.00,23766030.00,146833991.00,73416996.00,256959485.00,0.57,13.6
Mondego (railway),Railway,SSP2-4.5,+Geoid,2048,0.43,45798572.00,22899286.00,80147501.00,504716209.00,252358105.00,883253366.00,0.2,45.8
Mondego (railway),Railway,SSP2-4.5,Baseline,2049,0.29,14741921.00,7370961.00,25798362.00,161575913.00,80787956.00,282757847.00,0.54,14.7
Mondego (railway),Railway,SSP2-4.5,+Geoid,2049,0.44,49613497.00,24806749.00,86823621.00,554329707.00,277164853.00,970076987.00,0.19,49.6
Mondego (railway),Railway,SSP2-4.5,Baseline,2050,0.3,16000000.00,8000000.00,28000000.00,177575913.00,88787956.00,310757847.00,0.5,16.0
Mondego (railway),Railway,SSP2-4.5,+Geoid,2050,0.45,53740115.00,26870058.00,94045202.00,608069822.00,304034911.00,1064122189.00,0.18,53.7
Mondego (railway),Railway,SSP2-4.5,Baseline,2051,0.306,16804548.00,8402274.00,29407959.00,194380461.00,97190230.00,340165806.00,0.48,16.8
Mondego (railway),Railway,SSP2-4.5,+Geoid,2051,0.456,56376055.00,28188027.00,98658096.00,664445877.00,332222938.00,1162780285.00,0.17,56.4
Mondego (railway),Railway,SSP2-4.5,Baseline,2052,0.312,17648574.00,8824287.00,30885005.00,212029035.00,106014517.00,371050811.00,0.46,17.6
Mondego (railway),Railway,SSP2-4.5,+Geoid,2052,0.462,59138957.00,29569478.00,103493175.00,723584834.00,361792417.00,1266273459.00,0.16,59.1
Mondego (railway),Railway,SSP2-4.5,Baseline,2053,0.318,18533980.00,9266990.00,32434466.00,230563015.00,115281508.00,403485277.00,0.44,18.5
Mondego (railway),Railway,SSP2-4.5,+Geoid,2053,0.468,62034851.00,31017426.00,108560990.00,785619685.00,392809843.00,1374834449.00,0.16,62.0
Mondego (railway),Railway,SSP2-4.5,Baseline,2054,0.324,19462759.00,9731380.00,34059828.00,250025774.00,125012887.00,437545105.00,0.42,19.5
Mondego (railway),Railway,SSP2-4.5,+Geoid,2054,0.474,65070051.00,32535025.00,113872589.00,850689736.00,425344868.00,1488707038.00,0.15,65.1
Mondego (railway),Railway,SSP2-4.5,Baseline,2055,0.33,20436997.00,10218499.00,35764745.00,270462772.00,135231386.00,473309850.00,0.41,20.4
Mondego (railway),Railway,SSP2-4.5,+Geoid,2055,0.48,68251164.00,34125582.00,119439537.00,918940900.00,459470450.00,1608146575.00,0.14,68.3
Mondego (railway),Railway,SSP2-4.5,Baseline,2056,0.336,21458881.00,10729441.00,37553042.00,291921653.00,145960826.00,510862892.00,0.39,21.5
Mondego (railway),Railway,SSP2-4.5,+Geoid,2056,0.486,71585111.00,35792555.00,125273944.00,990526011.00,495263006.00,1733420519.00,0.14,71.6
Mondego (railway),Railway,SSP2-4.5,Baseline,2057,0.342,22530700.00,11265350.00,39428725.00,314452353.00,157226176.00,550291617.00,0.37,22.5
Mondego (railway),Railway,SSP2-4.5,+Geoid,2057,0.492,75079135.00,37539567.00,131388486.00,1065605146.00,532802573.00,1864809005.00,0.13,75.1
Mondego (railway),Railway,SSP2-4.5,Baseline,2058,0.348,23654853.00,11827426.00,41395992.00,338107205.00,169053603.00,591687609.00,0.36,23.7
Mondego (railway),Railway,SSP2-4.5,+Geoid,2058,0.498,78740819.00,39370410.00,137796433.00,1144345965.00,572172983.00,2002605439.00,0.13,78.7
Mondego (railway),Railway,SSP2-4.5,Baseline,2059,0.354,24833851.00,12416925.00,43459239.00,362941056.00,181470528.00,635146848.00,0.34,24.8
Mondego (railway),Railway,SSP2-4.5,+Geoid,2059,0.504,82578103.00,41289051.00,144511679.00,1226924068.00,613462034.00,2147117118.00,0.12,82.6
Mondego (railway),Railway,SSP2-4.5,Baseline,2060,0.36,26070325.00,13035162.00,45623069.00,389011381.00,194505690.00,680769916.00,0.33,26.1
Mondego (railway),Railway,SSP2-4.5,+Geoid,2060,0.51,86599296.00,43299648.00,151548768.00,1313523363.00,656761682.00,2298665886.00,0.12,86.6
Mondego (railway),Railway,SSP2-4.5,Baseline,2061,0.366,27367031.00,13683516.00,47892304.00,416378412.00,208189206.00,728662221.00,0.32,27.4
Mondego (railway),Railway,SSP2-4.5,+Geoid,2061,0.516,90813099.00,45406549.00,158922923.00,1404336462.00,702168231.00,2457588808.00,0.11,90.8
Mondego (railway),Railway,SSP2-4.5,Baseline,2062,0.372,28726855.00,14363427.00,50271996.00,445105266.00,222552633.00,778934216.00,0.3,28.7
Mondego (railway),Railway,SSP2-4.5,+Geoid,2062,0.522,95228618.00,47614309.00,166650082.00,1499565080.00,749782540.00,2624238890.00,0.11,95.2
Mondego (railway),Railway,SSP2-4.5,Baseline,2063,0.378,30152818.00,15076409.00,52767432.00,475258085.00,237629042.00,831701648.00,0.29,30.2
Mondego (railway),Railway,SSP2-4.5,+Geoid,2063,0.528,99855387.00,49927694.00,174746928.00,1599420467.00,799710234.00,2798985818.00,0.1,99.9
Mondego (railway),Railway,SSP2-4.5,Baseline,2064,0.384,31648087.00,15824043.00,55384151.00,506906171.00,253453086.00,887085799.00,0.28,31.6
Mondego (railway),Railway,SSP2-4.5,+Geoid,2064,0.534,104703385.00,52351693.00,183230925.00,1704123853.00,852061926.00,2982216742.00,0.1,104.7
Mondego (railway),Railway,SSP2-4.5,Baseline,2065,0.39,33215974.00,16607987.00,58127955.00,540122146.00,270061073.00,945213755.00,0.27,33.2
Mondego (railway),Railway,SSP2-4.5,+Geoid,2065,0.54,109783058.00,54891529.00,192120352.00,1813906911.00,906953455.00,3174337094.00,0.09,109.8
Mondego (railway),Railway,SSP2-4.5,Baseline,2066,0.396,34859953.00,17429977.00,61004918.00,574982099.00,287491049.00,1006218673.00,0.26,34.9
Mondego (railway),Railway,SSP2-4.5,+Geoid,2066,0.546,115105339.00,57552670.00,201434344.00,1929012250.00,964506125.00,3375771438.00,0.09,115.1
Mondego (railway),Railway,SSP2-4.5,Baseline,2067,0.402,36583658.00,18291829.00,64021402.00,611565757.00,305782878.00,1070240075.00,0.25,36.6
Mondego (railway),Railway,SSP2-4.5,+Geoid,2067,0.552,120681674.00,60340837.00,211192929.00,2049693924.00,1024846962.00,3586964367.00,0.09,120.7
Mondego (railway),Railway,SSP2-4.5,Baseline,2068,0.408,38390895.00,19195448.00,67184067.00,649956652.00,324978326.00,1137424141.00,0.24,38.4
Mondego (railway),Railway,SSP2-4.5,+Geoid,2068,0.558,126524040.00,63262020.00,221417071.00,2176217964.00,1088108982.00,3808381438.00,0.08,126.5
Mondego (railway),Railway,SSP2-4.5,Baseline,2069,0.414,40285651.00,20142826.00,70499889.00,690242303.00,345121152.00,1207924031.00,0.23,40.3
Mondego (railway),Railway,SSP2-4.5,+Geoid,2069,0.564,132644978.00,66322489.00,232128712.00,2308862942.00,1154431471.00,4040510149.00,0.08,132.6
Mondego (railway),Railway,SSP2-4.5,Baseline,2070,0.42,42272099.00,21136050.00,73976174.00,732514403.00,366257201.00,1281900205.00,0.22,42.3
Mondego (railway),Railway,SSP2-4.5,+Geoid,2070,0.57,139057610.00,69528805.00,243350818.00,2447920553.00,1223960276.00,4283860967.00,0.08,139.1
Mondego (railway),Railway,SSP2-4.5,Baseline,2071,0.426,44354611.00,22177306.00,77620570.00,776869014.00,388434507.00,1359520774.00,0.21,44.4
Mondego (railway),Railway,SSP2-4.5,+Geoid,2071,0.576,145775673.00,72887836.00,255107428.00,2593696226.00,1296848113.00,4538968395.00,0.07,145.8
Mondego (railway),Railway,SSP2-4.5,Baseline,2072,0.432,46537763.00,23268881.00,81441085.00,823406777.00,411703388.00,1440961859.00,0.2,46.5
Mondego (railway),Railway,SSP2-4.5,+Geoid,2072,0.582,152813543.00,76406771.00,267423700.00,2746509768.00,1373254884.00,4806392095.00,0.07,152.8
Mondego (railway),Railway,SSP2-4.5,Baseline,2073,0.438,48826346.00,24413173.00,85446106.00,872233123.00,436116562.00,1526407966.00,0.19,48.8
Mondego (railway),Railway,SSP2-4.5,+Geoid,2073,0.588,160186266.00,80093133.00,280325966.00,2906696035.00,1453348017.00,5086718060.00,0.07,160.2
Mondego (railway),Railway,SSP2-4.5,Baseline,2074,0.444,51225379.00,25612690.00,89644414.00,923458503.00,461729251.00,1616052379.00,0.18,51.2
Mondego (railway),Railway,SSP2-4.5,+Geoid,2074,0.594,167909591.00,83954796.00,293841785.00,3074605626.00,1537302813.00,5380559845.00,0.07,167.9
Mondego (railway),Railway,SSP2-4.5,Baseline,2075,0.45,53740115.00,26870058.00,94045202.00,977198618.00,488599309.00,1710097581.00,0.18,53.7
Mondego (railway),Railway,SSP2-4.5,+Geoid,2075,0.6,176000000.00,88000000.00,308000000.00,3250605626.00,1625302813.00,5688559845.00,0.06,176.0
Mondego (railway),Railway,SSP2-4.5,Baseline,2076,0.456,56376055.00,28188027.00,98658096.00,1033574673.00,516787336.00,1808755677.00,0.17,56.4
Mondego (railway),Railway,SSP2-4.5,+Geoid,2076,0.606,184474741.00,92237371.00,322830797.00,3435080367.00,1717540184.00,6011390642.00,0.06,184.5
Mondego (railway),Railway,SSP2-4.5,Baseline,2077,0.462,59138957.00,29569478.00,103493175.00,1092713630.00,546356815.00,1912248852.00,0.16,59.1
Mondego (railway),Railway,SSP2-4.5,+Geoid,2077,0.612,193351867.00,96675933.00,338365767.00,3628432234.00,1814216117.00,6349756409.00,0.06,193.4
Mondego (railway),Railway,SSP2-4.5,Baseline,2078,0.468,62034851.00,31017426.00,108560990.00,1154748481.00,577374241.00,2020809842.00,0.16,62.0
Mondego (railway),Railway,SSP2-4.5,+Geoid,2078,0.618,202650269.00,101325135.00,354637971.00,3831082503.00,1915541252.00,6704394381.00,0.06,202.7
Mondego (railway),Railway,SSP2-4.5,Baseline,2079,0.474,65070051.00,32535025.00,113872589.00,1219818532.00,609909266.00,2134682431.00,0.15,65.1
Mondego (railway),Railway,SSP2-4.5,+Geoid,2079,0.624,212389720.00,106194860.00,371682010.00,4043472223.00,2021736112.00,7076076391.00,0.05,212.4
Mondego (railway),Railway,SSP2-4.5,Baseline,2080,0.48,68251164.00,34125582.00,119439537.00,1288069696.00,644034848.00,2254121968.00,0.14,68.3
Mondego (railway),Railway,SSP2-4.5,+Geoid,2080,0.63,222590910.00,111295455.00,389534092.00,4266063133.00,2133031567.00,7465610483.00,0.05,222.6
Mondego (railway),Railway,SSP2-4.5,Baseline,2081,0.486,71585111.00,35792555.00,125273944.00,1359654807.00,679827403.00,2379395912.00,0.14,71.6
Mondego (railway),Railway,SSP2-4.5,+Geoid,2081,0.636,233275491.00,116637746.00,408232109.00,4499338624.00,2249669312.00,7873842593.00,0.05,233.3
Mondego (railway),Railway,SSP2-4.5,Baseline,2082,0.492,75079135.00,37539567.00,131388486.00,1434733942.00,717366971.00,2510784398.00,0.13,75.1
Mondego (railway),Railway,SSP2-4.5,+Geoid,2082,0.642,244466123.00,122233061.00,427815715.00,4743804747.00,2371902374.00,8301658308.00,0.05,244.5
Mondego (railway),Railway,SSP2-4.5,Baseline,2083,0.498,78740819.00,39370410.00,137796433.00,1513474761.00,756737380.00,2648580832.00,0.13,78.7
Mondego (railway),Railway,SSP2-4.5,+Geoid,2083,0.648,256186517.00,128093258.00,448326404.00,4999991264.00,2499995632.00,8749984712.00,0.04,256.2
Mondego (railway),Railway,SSP2-4.5,Baseline,2084,0.504,82578103.00,41289051.00,144511679.00,1596052863.00,798026432.00,2793092511.00,0.12,82.6
Mondego (railway),Railway,SSP2-4.5,+Geoid,2084,0.654,268461486.00,134230743.00,469807600.00,5268452749.00,2634226375.00,9219792312.00,0.04,268.5
Mondego (railway),Railway,SSP2-4.5,Baseline,2085,0.51,86599296.00,43299648.00,151548768.00,1682652159.00,841326080.00,2944641279.00,0.12,86.6
Mondego (railway),Railway,SSP2-4.5,+Geoid,2085,0.66,281316995.00,140658497.00,492304741.00,5549769744.00,2774884872.00,9712097052.00,0.04,281.3
Mondego (railway),Railway,SSP2-4.5,Baseline,2086,0.516,90813099.00,45406549.00,158922923.00,1773465258.00,886732629.00,3103564201.00,0.11,90.8
Mondego (railway),Railway,SSP2-4.5,+Geoid,2086,0.666,294780214.00,147390107.00,515865375.00,5844549959.00,2922274979.00,10227962427.00,0.04,294.8
Mondego (railway),Railway,SSP2-4.5,Baseline,2087,0.522,95228618.00,47614309.00,166650082.00,1868693876.00,934346938.00,3270214283.00,0.11,95.2
Mondego (railway),Railway,SSP2-4.5,+Geoid,2087,0.672,308879575.00,154439788.00,540539256.00,6153429534.00,3076714767.00,10768501684.00,0.04,308.9
Mondego (railway),Railway,SSP2-4.5,Baseline,2088,0.528,99855387.00,49927694.00,174746928.00,1968549263.00,984274632.00,3444961210.00,0.1,99.9
Mondego (railway),Railway,SSP2-4.5,+Geoid,2088,0.678,323644827.00,161822413.00,566378447.00,6477074361.00,3238537180.00,11334880131.00,0.04,323.6
Mondego (railway),Railway,SSP2-4.5,Baseline,2089,0.534,104703385.00,52351693.00,183230925.00,2073252649.00,1036626324.00,3628192135.00,0.1,104.7
Mondego (railway),Railway,SSP2-4.5,+Geoid,2089,0.684,339107099.00,169553549.00,593437423.00,6816181459.00,3408090730.00,11928317554.00,0.03,339.1
Mondego (railway),Railway,SSP2-4.5,Baseline,2090,0.54,109783058.00,54891529.00,192120352.00,2183035707.00,1091517853.00,3820312487.00,0.09,109.8
Mondego (railway),Railway,SSP2-4.5,+Geoid,2090,0.69,355298963.00,177649482.00,621773186.00,7171480423.00,3585740211.00,12550090740.00,0.03,355.3
Mondego (railway),Railway,SSP2-4.5,Baseline,2091,0.546,115105339.00,57552670.00,201434344.00,2298141046.00,1149070523.00,4021746831.00,0.09,115.1
Mondego (railway),Railway,SSP2-4.5,+Geoid,2091,0.696,365000000.00,182500000.00,638750000.00,7536480423.00,3768240211.00,13188840740.00,0.03,365.0
Mondego (railway),Railway,SSP2-4.5,Baseline,2092,0.552,120681674.00,60340837.00,211192929.00,2418822720.00,1209411360.00,4232939760.00,0.09,120.7
Mondego (railway),Railway,SSP2-4.5,+Geoid,2092,0.702,365000000.00,182500000.00,638750000.00,7901480423.00,3950740211.00,13827590740.00,0.03,365.0
Mondego (railway),Railway,SSP2-4.5,Baseline,2093,0.558,126524040.00,63262020.00,221417071.00,2545346760.00,1272673380.00,4454356830.00,0.08,126.5
Mondego (railway),Railway,SSP2-4.5,+Geoid,2093,0.708,365000000.00,182500000.00,638750000.00,8266480423.00,4133240211.00,14466340740.00,0.03,365.0
Mondego (railway),Railway,SSP2-4.5,Baseline,2094,0.564,132644978.00,66322489.00,232128712.00,2677991738.00,1338995869.00,4686485542.00,0.08,132.6
Mondego (railway),Railway,SSP2-4.5,+Geoid,2094,0.714,365000000.00,182500000.00,638750000.00,8631480423.00,4315740211.00,15105090740.00,0.03,365.0
Mondego (railway),Railway,SSP2-4.5,Baseline,2095,0.57,139057610.00,69528805.00,243350818.00,2817049348.00,1408524674.00,4929836360.00,0.08,139.1
Mondego (railway),Railway,SSP2-4.5,+Geoid,2095,0.72,365000000.00,182500000.00,638750000.00,8996480423.00,4498240211.00,15743840740.00,0.03,365.0
Mondego (railway),Railway,SSP2-4.5,Baseline,2096,0.576,145775673.00,72887836.00,255107428.00,2962825021.00,1481412511.00,5184943788.00,0.07,145.8
Mondego (railway),Railway,SSP2-4.5,+Geoid,2096,0.726,365000000.00,182500000.00,638750000.00,9361480423.00,4680740211.00,16382590740.00,0.03,365.0
Mondego (railway),Railway,SSP2-4.5,Baseline,2097,0.582,152813543.00,76406771.00,267423700.00,3115638564.00,1557819282.00,5452367487.00,0.07,152.8
Mondego (railway),Railway,SSP2-4.5,+Geoid,2097,0.732,365000000.00,182500000.00,638750000.00,9726480423.00,4863240211.00,17021340740.00,0.03,365.0
Mondego (railway),Railway,SSP2-4.5,Baseline,2098,0.588,160186266.00,80093133.00,280325966.00,3275824830.00,1637912415.00,5732693453.00,0.07,160.2
Mondego (railway),Railway,SSP2-4.5,+Geoid,2098,0.738,365000000.00,182500000.00,638750000.00,10091480423.00,5045740211.00,17660090740.00,0.02,365.0
Mondego (railway),Railway,SSP2-4.5,Baseline,2099,0.594,167909591.00,83954796.00,293841785.00,3443734422.00,1721867211.00,6026535238.00,0.07,167.9
Mondego (railway),Railway,SSP2-4.5,+Geoid,2099,0.744,365000000.00,182500000.00,638750000.00,10456480423.00,5228240211.00,18298840740.00,0.02,365.0
Mondego (railway),Railway,SSP2-4.5,Baseline,2100,0.6,176000000.00,88000000.00,308000000.00,3619734422.00,1809867211.00,6334535238.00,0.06,176.0
Mondego (railway),Railway,SSP2-4.5,+Geoid,2100,0.75,365000000.00,182500000.00,638750000.00,10821480423.00,5410740211.00,18937590740.00,0.02,365.0
Mondego (railway),Railway,SSP5-8.5,Baseline,2025,0.065,2216450.00,1108225.00,3878788.00,2216450.00,1108225.00,3878788.00,2.55,2.2
Mondego (railway),Railway,SSP5-8.5,+Geoid,2025,0.215,7933422.00,3966711.00,13883488.00,7933422.00,3966711.00,13883488.00,0.9,7.9
Mondego (railway),Railway,SSP5-8.5,Baseline,2026,0.078,2481254.00,1240627.00,4342195.00,4697704.00,2348852.00,8220982.00,2.33,2.5
Mondego (railway),Railway,SSP5-8.5,+Geoid,2026,0.228,8839339.00,4419669.00,15468843.00,16772760.00,8386380.00,29352331.00,0.82,8.8
Mondego (railway),Railway,SSP5-8.5,Baseline,2027,0.091,2776290.00,1388145.00,4858507.00,7473994.00,3736997.00,13079489.00,2.13,2.8
Mondego (railway),Railway,SSP5-8.5,+Geoid,2027,0.241,9845562.00,4922781.00,17229733.00,26618322.00,13309161.00,46582064.00,0.75,9.8
Mondego (railway),Railway,SSP5-8.5,Baseline,2028,0.104,3104904.00,1552452.00,5433582.00,10578898.00,5289449.00,18513071.00,1.95,3.1
Mondego (railway),Railway,SSP5-8.5,+Geoid,2028,0.254,10962953.00,5481476.00,19185167.00,37581275.00,18790638.00,65767232.00,0.69,11.0
Mondego (railway),Railway,SSP5-8.5,Baseline,2029,0.117,3470805.00,1735403.00,6073909.00,14049703.00,7024852.00,24586980.00,1.78,3.5
Mondego (railway),Railway,SSP5-8.5,+Geoid,2029,0.267,12203530.00,6101765.00,21356177.00,49784805.00,24892402.00,87123408.00,0.63,12.2
Mondego (railway),Railway,SSP5-8.5,Baseline,2030,0.13,3878105.00,1939052.00,6786684.00,17927808.00,8963904.00,31373664.00,1.62,3.9
Mondego (railway),Railway,SSP5-8.5,+Geoid,2030,0.28,13580589.00,6790294.00,23766030.00,63365394.00,31682697.00,110889439.00,0.57,13.6
Mondego (railway),Railway,SSP5-8.5,Baseline,2031,0.144,4349773.00,2174887.00,7612103.00,22277581.00,11138791.00,38985767.00,1.48,4.3
Mondego (railway),Railway,SSP5-8.5,+Geoid,2031,0.293,15170852.00,7585426.00,26548991.00,78536246.00,39268123.00,137438430.00,0.52,15.2
Mondego (railway),Railway,SSP5-8.5,Baseline,2032,0.157,4876660.00,2438330.00,8534155.00,27154241.00,13577121.00,47519922.00,1.35,4.9
Mondego (railway),Railway,SSP5-8.5,+Geoid,2032,0.307,16942427.00,8471214.00,29649248.00,95478673.00,47739337.00,167087678.00,0.48,16.9
Mondego (railway),Railway,SSP5-8.5,Baseline,2033,0.171,5465060.00,2732530.00,9563855.00,32619301.00,16309651.00,57083777.00,1.23,5.5
Mondego (railway),Railway,SSP5-8.5,+Geoid,2033,0.321,18915583.00,9457791.00,33102270.00,114394256.00,57197128.00,200189948.00,0.43,18.9
