idx,lat,lon,elev_m,below_threshold
473,39.321935,-8.606358,27.78,False
474,39.32341,-8.605029,50.033,False
475,39.324886,-8.603699,83.799,False
476,39.326361,-8.60237,90.135,False
477,39.327837,-8.60104,88.082,False
478,39.329312,-8.599711,93.711,False
479,39.330787,-8.598381,89.161,False
480,39.332263,-8.597051,88.781,False
481,39.333738,-8.595722,80.482,False
482,39.335214,-8.594392,62.624,False
483,39.336689,-8.593063,62.721,False
484,39.338164,-8.591733,20.458,False
485,39.33964,-8.590404,7.968,False
486,39.341115,-8.589074,9.691,False
487,39.342591,-8.587744,10.647,False
488,39.344066,-8.586415,17.289,False
489,39.345542,-8.585085,21.386,False
490,39.347017,-8.583756,29.705,False
491,39.348492,-8.582426,30.528,False
492,39.349968,-8.581097,33.595,False
493,39.351443,-8.579767,39.311,False
494,39.352919,-8.578437,49.68,False
495,39.354394,-8.577108,57.485,False
496,39.355869,-8.575778,57.859,False
497,39.357345,-8.574449,33.655,False
498,39.35882,-8.573119,35.801,False
499,39.360296,-8.57179,42.061,False
500,39.361771,-8.57046,41.525,False
501,39.363246,-8.56913,40.582,False
502,39.364722,-8.567801,49.422,False
503,39.366197,-8.566471,43.971,False
504,39.367673,-8.565142,38.675,False
505,39.369148,-8.563812,32.553,False
506,39.370623,-8.562483,31.704,False
507,39.372099,-8.561153,42.941,False
508,39.373574,-8.559823,42.711,False
509,39.37505,-8.558494,37.672,False
510,39.376525,-8.557164,33.663,False
511,39.378001,-8.555835,34.517,False
512,39.379476,-8.554505,28.816,False
513,39.380951,-8.553176,21.59,False
514,39.382427,-8.551846,18.741,False
515,39.383902,-8.550516,17.346,False
516,39.385378,-8.549187,17.577,False
517,39.386853,-8.547857,18.985,False
518,39.388328,-8.546528,17.356,False
519,39.389804,-8.545198,19.469,False
520,39.391279,-8.543869,20.083,False
521,39.392755,-8.542539,22.237,False
522,39.39423,-8.541209,24.157,False
523,39.395705,-8.53988,23.742,False
524,39.397181,-8.53855,23.669,False
525,39.398656,-8.537221,16.58,False
526,39.400132,-8.535891,13.365,False
527,39.401607,-8.534562,12.911,False
528,39.403083,-8.533232,12.687,False
529,39.404558,-8.531902,12.201,False
530,39.406033,-8.530573,11.857,False
531,39.407509,-8.529243,16.201,False
532,39.408984,-8.527914,25.957,False
533,39.41046,-8.526584,25.806,False
534,39.411935,-8.525255,23.684,False
535,39.41341,-8.523925,21.32,False
536,39.414886,-8.522595,19.267,False
537,39.416361,-8.521266,23.799,False
538,39.417837,-8.519936,18.911,False
539,39.419144,-8.51834,16.676,False
540,39.420462,-8.516757,15.948,False
541,39.421852,-8.51528,16.576,False
542,39.420485,-8.516771,15.915,False
543,39.41911,-8.518272,16.81,False
544,39.417735,-8.519772,18.008,False
545,39.41636,-8.521272,23.815,False
546,39.414985,-8.522772,20.113,False
547,39.41361,-8.524272,24.321,False
548,39.412235,-8.525772,28.229,False
549,39.41086,-8.527272,25.344,False
550,39.409485,-8.528772,26.215,False
551,39.40811,-8.530273,19.773,False
552,39.406735,-8.531773,16.231,False
553,39.40536,-8.533273,14.788,False
554,39.403985,-8.534773,12.841,False
555,39.40261,-8.536273,12.619,False
556,39.401235,-8.537773,15.802,False
557,39.39986,-8.539273,22.363,False
558,39.398485,-8.540773,34.402,False
559,39.39711,-8.542274,33.915,False
560,39.395735,-8.543774,35.763,False
561,39.39436,-8.545274,33.048,False
562,39.392985,-8.546774,30.987,False
563,39.39161,-8.548274,31.329,False
564,39.390235,-8.549774,31.407,False
565,39.38886,-8.551274,31.546,False
566,39.387485,-8.552774,33.277,False
567,39.38611,-8.554274,38.668,False
568,39.384735,-8.555775,40.962,False
569,39.38336,-8.557275,36.024,False
570,39.381985,-8.558775,37.686,False
571,39.38061,-8.560275,57.144,False
572,39.379235,-8.561775,68.232,False
573,39.37786,-8.563275,65.97,False
574,39.376484,-8.564775,59.393,False
575,39.375109,-8.566275,61.401,False
576,39.373734,-8.567776,55.29,False
577,39.372359,-8.569276,46.277,False
578,39.370984,-8.570776,38.613,False
579,39.369609,-8.572276,34.36,False
580,39.368234,-8.573776,41.357,False
581,39.366859,-8.575276,43.938,False
582,39.365484,-8.576776,42.949,False
583,39.364109,-8.578276,41.049,False
584,39.362734,-8.579777,37.528,False
585,39.361359,-8.581277,45.723,False
586,39.359984,-8.582777,63.851,False
587,39.358609,-8.584277,91.029,False
588,39.357234,-8.585777,94.49,False
589,39.355859,-8.587277,92.981,False
590,39.354484,-8.588777,85.892,False
591,39.353109,-8.590277,75.597,False
592,39.351734,-8.591777,56.35,False
593,39.350359,-8.593278,38.679,False
594,39.348984,-8.594778,31.918,False
595,39.347609,-8.596278,22.067,False
596,39.346234,-8.597778,14.203,False
597,39.344859,-8.599278,7.604,False
598,39.343484,-8.600778,9.203,False
599,39.342475,-8.60149,12.53,False
600,39.342926,-8.599239,10.293,False
601,39.34314,-8.598036,10.912,False
602,39.342723,-8.600298,11.793,False
603,39.342307,-8.602561,13.736,False
604,39.343295,-8.60103,9.937,False
605,39.344697,-8.599572,8.23,False
606,39.346099,-8.598113,12.005,False
607,39.347501,-8.596655,20.526,False
608,39.348904,-8.595197,29.281,False
609,39.350306,-8.593739,40.09,False
610,39.351708,-8.592281,51.389,False
611,39.35311,-8.590822,66.611,False
612,39.354512,-8.589364,76.954,False
613,39.355914,-8.587906,88.707,False
614,39.357316,-8.586448,87.098,False
615,39.358718,-8.58499,83.323,False
616,39.36012,-8.583532,60.761,False
617,39.361522,-8.582073,47.677,False
618,39.362924,-8.580615,37.381,False
619,39.364326,-8.579157,39.714,False
620,39.365728,-8.577699,41.838,False
621,39.36713,-8.576241,45.081,False
622,39.368532,-8.574783,43.517,False
623,39.369934,-8.573324,38.85,False
624,39.371336,-8.571866,35.542,False
625,39.372738,-8.570408,44.254,False
626,39.374141,-8.56895,59.222,False
627,39.375543,-8.567492,75.616,False
628,39.376945,-8.566034,69.105,False
629,39.378347,-8.564575,78.196,False
630,39.379749,-8.563117,82.856,False
631,39.381151,-8.561659,71.976,False
632,39.382553,-8.560201,38.765,False
633,39.383955,-8.558743,47.721,False
634,39.385357,-8.557284,36.251,False
635,39.386759,-8.555826,40.847,False
636,39.388161,-8.554368,46.28,False
637,39.389563,-8.55291,49.711,False
638,39.390965,-8.551452,44.629,False
639,39.392367,-8.549994,39.941,False
640,39.393769,-8.548535,39.177,False
641,39.395171,-8.547077,33.155,False
642,39.396573,-8.545619,38.8,False
643,39.397975,-8.544161,40.07,False
644,39.399378,-8.542703,40.518,False
645,39.40078,-8.541245,26.285,False
646,39.402182,-8.539786,18.028,False
647,39.403584,-8.538328,22.671,False
648,39.404986,-8.53687,27.255,False
649,39.406388,-8.535412,30.196,False
650,39.40779,-8.533954,35.219,False
651,39.409192,-8.532496,28.844,False
652,39.410594,-8.531037,21.983,False
653,39.411996,-8.529579,24.313,False
654,39.413398,-8.528121,28.237,False
655,39.4148,-8.526663,29.904,False
656,39.416202,-8.525205,26.69,False
657,39.417604,-8.523746,25.852,False
658,39.419006,-8.522288,28.0,False
659,39.420408,-8.52083,24.17,False
660,39.42181,-8.519372,15.586,False
661,39.423212,-8.517914,14.942,False
662,39.424615,-8.516456,14.066,False
663,39.426017,-8.514997,20.599,False
664,39.427419,-8.513539,24.364,False
665,39.428821,-8.512081,17.545,False
666,39.430223,-8.510623,23.778,False
667,39.431625,-8.509165,27.126,False
668,39.433027,-8.507707,29.602,False
