section,section_type,scenario,variant,year,slr_m,return_period_yr,closure_days_yr,annual_cost_mid_eur,annual_cost_low_eur,annual_cost_high_eur,cumulative_cost_mid_eur,cumulative_cost_low_eur,cumulative_cost_high_eur,barrier_breached,option,annual_cost_low_M,annual_cost_mid_M,annual_cost_hi_M,cum_cost_low_bn,cum_cost_mid_bn,cum_cost_hi_bn,port
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2059,0.354,,1.49,,,,,,,,1b,0.0162,0.0305,0.0728,0.0002,0.0004,0.0011,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2060,0.36,,1.5642,,,,,,,,1b,0.017,0.032,0.0764,0.0003,0.0005,0.0011,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2061,0.366,,1.642,,,,,,,,1b,0.0178,0.0336,0.0802,0.0003,0.0005,0.0012,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2062,0.372,,1.7236,,,,,,,,1b,0.0187,0.0353,0.0842,0.0003,0.0005,0.0013,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2063,0.378,,1.8092,,,,,,,,1b,0.0197,0.037,0.0883,0.0003,0.0006,0.0014,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2064,0.384,,1.8989,,,,,,,,1b,0.0206,0.0389,0.0927,0.0003,0.0006,0.0015,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2065,0.39,,1.993,,,,,,,,1b,0.0217,0.0408,0.0973,0.0004,0.0007,0.0016,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2066,0.396,,2.0916,,,,,,,,1b,0.0227,0.0428,0.1021,0.0004,0.0007,0.0017,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2067,0.402,,2.195,,,,,,,,1b,0.0239,0.0449,0.1072,0.0004,0.0008,0.0018,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2068,0.408,,2.3035,,,,,,,,1b,0.025,0.0472,0.1125,0.0004,0.0008,0.0019,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2069,0.414,,2.4171,,,,,,,,1b,0.0263,0.0495,0.118,0.0005,0.0008,0.002,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2070,0.42,,2.5363,,,,,,,,1b,0.0276,0.0519,0.1238,0.0005,0.0009,0.0021,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2071,0.426,,2.6613,,,,,,,,1b,0.0289,0.0545,0.1299,0.0005,0.001,0.0023,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2072,0.432,,2.7923,,,,,,,,1b,0.0303,0.0572,0.1363,0.0005,0.001,0.0024,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2073,0.438,,2.9296,,,,,,,,1b,0.0318,0.06,0.143,0.0006,0.0011,0.0026,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2074,0.444,,3.0735,,,,,,,,1b,0.0334,0.0629,0.1501,0.0006,0.0011,0.0027,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2075,0.45,,3.2244,,,,,,,,1b,0.035,0.066,0.1574,0.0006,0.0012,0.0029,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2076,0.456,,3.3826,,,,,,,,1b,0.0368,0.0693,0.1652,0.0007,0.0013,0.003,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2077,0.462,,3.5483,,,,,,,,1b,0.0386,0.0727,0.1732,0.0007,0.0013,0.0032,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2078,0.468,,3.7221,,,,,,,,1b,0.0404,0.0762,0.1817,0.0008,0.0014,0.0034,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2079,0.474,,3.9042,,,,,,,,1b,0.0424,0.0799,0.1906,0.0008,0.0015,0.0036,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2080,0.48,,4.0951,,,,,,,,1b,0.0445,0.0838,0.1999,0.0008,0.0016,0.0038,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2081,0.486,,4.2951,,,,,,,,1b,0.0467,0.0879,0.2097,0.0009,0.0017,0.004,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2082,0.492,,4.5047,,,,,,,,1b,0.049,0.0922,0.2199,0.0009,0.0018,0.0042,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2083,0.498,,4.7244,,,,,,,,1b,0.0513,0.0967,0.2307,0.001,0.0019,0.0044,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2084,0.504,,4.9547,,,,,,,,1b,0.0538,0.1014,0.2419,0.001,0.002,0.0047,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2085,0.51,,5.196,,,,,,,,1b,0.0565,0.1064,0.2537,0.0011,0.0021,0.0049,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2086,0.516,,5.4488,,,,,,,,1b,0.0592,0.1116,0.266,0.0012,0.0022,0.0052,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2087,0.522,,5.7137,,,,,,,,1b,0.0621,0.117,0.279,0.0012,0.0023,0.0055,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2088,0.528,,5.9913,,,,,,,,1b,0.0651,0.1227,0.2925,0.0013,0.0024,0.0058,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2089,0.534,,6.2822,,,,,,,,1b,0.0683,0.1286,0.3067,0.0014,0.0025,0.0061,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2090,0.54,,6.587,,,,,,,,1b,0.0716,0.1349,0.3216,0.0014,0.0027,0.0064,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2091,0.546,,6.9063,,,,,,,,1b,0.0751,0.1414,0.3372,0.0015,0.0028,0.0067,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2092,0.552,,7.2409,,,,,,,,1b,0.0787,0.1483,0.3535,0.0016,0.003,0.0071,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2093,0.558,,7.5914,,,,,,,,1b,0.0825,0.1554,0.3707,0.0017,0.0031,0.0075,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2094,0.564,,7.9587,,,,,,,,1b,0.0865,0.163,0.3886,0.0017,0.0033,0.0078,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2095,0.57,,8.3435,,,,,,,,1b,0.0907,0.1708,0.4074,0.0018,0.0035,0.0083,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2096,0.576,,8.7465,,,,,,,,1b,0.0951,0.1791,0.427,0.0019,0.0036,0.0087,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2097,0.582,,9.1688,,,,,,,,1b,0.0996,0.1877,0.4477,0.002,0.0038,0.0091,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2098,0.588,,9.6112,,,,,,,,1b,0.1044,0.1968,0.4693,0.0021,0.004,0.0096,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2099,0.594,,10.0746,,,,,,,,1b,0.1095,0.2063,0.4919,0.0022,0.0042,0.0101,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2100,0.6,,10.56,,,,,,,,1b,0.1148,0.2162,0.5156,0.0024,0.0044,0.0106,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2025,0.05,,0.1296,,,,,,,,2,0.0014,0.0027,0.0063,0.0,0.0,0.0,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2026,0.06,,0.1415,,,,,,,,2,0.0015,0.0029,0.0069,0.0,0.0,0.0,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2027,0.07,,0.1543,,,,,,,,2,0.0017,0.0032,0.0075,0.0,0.0,0.0,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2028,0.08,,0.1683,,,,,,,,2,0.0018,0.0034,0.0082,0.0,0.0,0.0,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2029,0.09,,0.1835,,,,,,,,2,0.002,0.0038,0.009,0.0,0.0,0.0,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2030,0.1,,0.2,,,,,,,,2,0.0022,0.0041,0.0098,0.0,0.0,0.0,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2031,0.11,,0.2179,,,,,,,,2,0.0024,0.0045,0.0106,0.0,0.0,0.0001,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2032,0.12,,0.2374,,,,,,,,2,0.0026,0.0049,0.0116,0.0,0.0,0.0001,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2033,0.13,,0.2585,,,,,,,,2,0.0028,0.0053,0.0126,0.0,0.0,0.0001,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2034,0.14,,0.2815,,,,,,,,2,0.0031,0.0058,0.0137,0.0,0.0,0.0001,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2035,0.15,,0.3064,,,,,,,,2,0.0033,0.0063,0.015,0.0,0.0,0.0001,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2036,0.16,,0.3335,,,,,,,,2,0.0036,0.0068,0.0163,0.0,0.0001,0.0001,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2037,0.17,,0.3628,,,,,,,,2,0.0039,0.0074,0.0177,0.0,0.0001,0.0001,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2038,0.18,,0.3946,,,,,,,,2,0.0043,0.0081,0.0193,0.0,0.0001,0.0002,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2039,0.19,,0.4292,,,,,,,,2,0.0047,0.0088,0.021,0.0,0.0001,0.0002,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2040,0.2,,0.4667,,,,,,,,2,0.0051,0.0096,0.0228,0.0,0.0001,0.0002,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2041,0.21,,0.5073,,,,,,,,2,0.0055,0.0104,0.0248,0.0001,0.0001,0.0002,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2042,0.22,,0.5514,,,,,,,,2,0.006,0.0113,0.0269,0.0001,0.0001,0.0003,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2043,0.23,,0.5992,,,,,,,,2,0.0065,0.0123,0.0293,0.0001,0.0001,0.0003,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2044,0.24,,0.651,,,,,,,,2,0.0071,0.0133,0.0318,0.0001,0.0001,0.0003,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2045,0.25,,0.7071,,,,,,,,2,0.0077,0.0145,0.0345,0.0001,0.0001,0.0004,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2046,0.26,,0.768,,,,,,,,2,0.0083,0.0157,0.0375,0.0001,0.0002,0.0004,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2047,0.27,,0.8339,,,,,,,,2,0.0091,0.0171,0.0407,0.0001,0.0002,0.0004,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2048,0.28,,0.9054,,,,,,,,2,0.0098,0.0185,0.0442,0.0001,0.0002,0.0005,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2049,0.29,,0.9828,,,,,,,,2,0.0107,0.0201,0.048,0.0001,0.0002,0.0005,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2050,0.3,,1.0667,,,,,,,,2,0.0116,0.0218,0.0521,0.0001,0.0002,0.0006,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2051,0.306,,1.1203,,,,,,,,2,0.0122,0.0229,0.0547,0.0001,0.0003,0.0006,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2052,0.312,,1.1766,,,,,,,,2,0.0128,0.0241,0.0574,0.0002,0.0003,0.0007,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2053,0.318,,1.2356,,,,,,,,2,0.0134,0.0253,0.0603,0.0002,0.0003,0.0008,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2054,0.324,,1.2975,,,,,,,,2,0.0141,0.0266,0.0634,0.0002,0.0003,0.0008,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2055,0.33,,1.3625,,,,,,,,2,0.0148,0.0279,0.0665,0.0002,0.0004,0.0009,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2056,0.336,,1.4306,,,,,,,,2,0.0155,0.0293,0.0698,0.0002,0.0004,0.001,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2057,0.342,,1.502,,,,,,,,2,0.0163,0.0308,0.0733,0.0002,0.0004,0.001,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2058,0.348,,1.577,,,,,,,,2,0.0171,0.0323,0.077,0.0002,0.0005,0.0011,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2059,0.354,,1.6556,,,,,,,,2,0.018,0.0339,0.0808,0.0003,0.0005,0.0012,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2060,0.36,,1.738,,,,,,,,2,0.0189,0.0356,0.0849,0.0003,0.0005,0.0013,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2061,0.366,,1.8245,,,,,,,,2,0.0198,0.0374,0.0891,0.0003,0.0006,0.0014,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2062,0.372,,1.9151,,,,,,,,2,0.0208,0.0392,0.0935,0.0003,0.0006,0.0014,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2063,0.378,,2.0102,,,,,,,,2,0.0218,0.0412,0.0981,0.0003,0.0006,0.0015,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2064,0.384,,2.1099,,,,,,,,2,0.0229,0.0432,0.103,0.0004,0.0007,0.0016,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2065,0.39,,2.2144,,,,,,,,2,0.0241,0.0453,0.1081,0.0004,0.0007,0.0018,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2066,0.396,,2.324,,,,,,,,2,0.0253,0.0476,0.1135,0.0004,0.0008,0.0019,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2067,0.402,,2.4389,,,,,,,,2,0.0265,0.0499,0.1191,0.0004,0.0008,0.002,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2068,0.408,,2.5594,,,,,,,,2,0.0278,0.0524,0.125,0.0005,0.0009,0.0021,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2069,0.414,,2.6857,,,,,,,,2,0.0292,0.055,0.1311,0.0005,0.0009,0.0022,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2070,0.42,,2.8181,,,,,,,,2,0.0306,0.0577,0.1376,0.0005,0.001,0.0024,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2071,0.426,,2.957,,,,,,,,2,0.0321,0.0605,0.1444,0.0006,0.0011,0.0025,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2072,0.432,,3.1025,,,,,,,,2,0.0337,0.0635,0.1515,0.0006,0.0011,0.0027,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2073,0.438,,3.2551,,,,,,,,2,0.0354,0.0666,0.1589,0.0006,0.0012,0.0028,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2074,0.444,,3.415,,,,,,,,2,0.0371,0.0699,0.1667,0.0007,0.0013,0.003,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2075,0.45,,3.5827,,,,,,,,2,0.0389,0.0734,0.1749,0.0007,0.0013,0.0032,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2076,0.456,,3.7584,,,,,,,,2,0.0408,0.077,0.1835,0.0007,0.0014,0.0034,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2077,0.462,,3.9426,,,,,,,,2,0.0428,0.0807,0.1925,0.0008,0.0015,0.0036,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2078,0.468,,4.1357,,,,,,,,2,0.0449,0.0847,0.2019,0.0008,0.0016,0.0038,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2079,0.474,,4.338,,,,,,,,2,0.0471,0.0888,0.2118,0.0009,0.0017,0.004,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2080,0.48,,4.5501,,,,,,,,2,0.0494,0.0932,0.2222,0.0009,0.0018,0.0042,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2081,0.486,,4.7723,,,,,,,,2,0.0519,0.0977,0.233,0.001,0.0019,0.0044,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2082,0.492,,5.0053,,,,,,,,2,0.0544,0.1025,0.2444,0.001,0.002,0.0047,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2083,0.498,,5.2494,,,,,,,,2,0.057,0.1075,0.2563,0.0011,0.0021,0.0049,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2084,0.504,,5.5052,,,,,,,,2,0.0598,0.1127,0.2688,0.0012,0.0022,0.0052,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2085,0.51,,5.7733,,,,,,,,2,0.0627,0.1182,0.2819,0.0012,0.0023,0.0055,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2086,0.516,,6.0542,,,,,,,,2,0.0658,0.124,0.2956,0.0013,0.0024,0.0058,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2087,0.522,,6.3486,,,,,,,,2,0.069,0.13,0.31,0.0014,0.0026,0.0061,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2088,0.528,,6.657,,,,,,,,2,0.0723,0.1363,0.325,0.0014,0.0027,0.0064,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2089,0.534,,6.9802,,,,,,,,2,0.0759,0.1429,0.3408,0.0015,0.0028,0.0067,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2090,0.54,,7.3189,,,,,,,,2,0.0795,0.1499,0.3573,0.0016,0.003,0.0071,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2091,0.546,,7.6737,,,,,,,,2,0.0834,0.1571,0.3747,0.0017,0.0031,0.0075,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2092,0.552,,8.0454,,,,,,,,2,0.0874,0.1647,0.3928,0.0018,0.0033,0.0079,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2093,0.558,,8.4349,,,,,,,,2,0.0917,0.1727,0.4118,0.0018,0.0035,0.0083,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2094,0.564,,8.843,,,,,,,,2,0.0961,0.1811,0.4318,0.0019,0.0037,0.0087,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2095,0.57,,9.2705,,,,,,,,2,0.1007,0.1898,0.4526,0.002,0.0038,0.0092,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2096,0.576,,9.7184,,,,,,,,2,0.1056,0.199,0.4745,0.0021,0.004,0.0096,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2097,0.582,,10.1876,,,,,,,,2,0.1107,0.2086,0.4974,0.0023,0.0043,0.0101,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2098,0.588,,10.6791,,,,,,,,2,0.1161,0.2187,0.5214,0.0024,0.0045,0.0107,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2099,0.594,,11.194,,,,,,,,2,0.1217,0.2292,0.5465,0.0025,0.0047,0.0112,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2100,0.6,,11.7333,,,,,,,,2,0.1275,0.2402,0.5729,0.0026,0.0049,0.0118,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2025,0.05,,0.1167,,,,,,,,3,0.0013,0.0024,0.0057,0.0,0.0,0.0,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2026,0.06,,0.1273,,,,,,,,3,0.0014,0.0026,0.0062,0.0,0.0,0.0,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2027,0.07,,0.1389,,,,,,,,3,0.0015,0.0028,0.0068,0.0,0.0,0.0,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2028,0.08,,0.1515,,,,,,,,3,0.0016,0.0031,0.0074,0.0,0.0,0.0,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2029,0.09,,0.1651,,,,,,,,3,0.0018,0.0034,0.0081,0.0,0.0,0.0,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2030,0.1,,0.18,,,,,,,,3,0.002,0.0037,0.0088,0.0,0.0,0.0,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2031,0.11,,0.1961,,,,,,,,3,0.0021,0.004,0.0096,0.0,0.0,0.0001,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2032,0.12,,0.2137,,,,,,,,3,0.0023,0.0044,0.0104,0.0,0.0,0.0001,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2033,0.13,,0.2327,,,,,,,,3,0.0025,0.0048,0.0114,0.0,0.0,0.0001,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2034,0.14,,0.2533,,,,,,,,3,0.0028,0.0052,0.0124,0.0,0.0,0.0001,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2035,0.15,,0.2758,,,,,,,,3,0.003,0.0056,0.0135,0.0,0.0,0.0001,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2036,0.16,,0.3001,,,,,,,,3,0.0033,0.0061,0.0147,0.0,0.0,0.0001,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2037,0.17,,0.3265,,,,,,,,3,0.0035,0.0067,0.0159,0.0,0.0001,0.0001,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2038,0.18,,0.3552,,,,,,,,3,0.0039,0.0073,0.0173,0.0,0.0001,0.0001,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2039,0.19,,0.3863,,,,,,,,3,0.0042,0.0079,0.0189,0.0,0.0001,0.0002,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2040,0.2,,0.42,,,,,,,,3,0.0046,0.0086,0.0205,0.0,0.0001,0.0002,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2041,0.21,,0.4566,,,,,,,,3,0.005,0.0093,0.0223,0.0,0.0001,0.0002,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2042,0.22,,0.4962,,,,,,,,3,0.0054,0.0102,0.0242,0.0001,0.0001,0.0002,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2043,0.23,,0.5392,,,,,,,,3,0.0059,0.011,0.0263,0.0001,0.0001,0.0003,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2044,0.24,,0.5859,,,,,,,,3,0.0064,0.012,0.0286,0.0001,0.0001,0.0003,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2045,0.25,,0.6364,,,,,,,,3,0.0069,0.013,0.0311,0.0001,0.0001,0.0003,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2046,0.26,,0.6912,,,,,,,,3,0.0075,0.0142,0.0337,0.0001,0.0001,0.0004,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2047,0.27,,0.7505,,,,,,,,3,0.0082,0.0154,0.0366,0.0001,0.0002,0.0004,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2048,0.28,,0.8148,,,,,,,,3,0.0089,0.0167,0.0398,0.0001,0.0002,0.0004,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2049,0.29,,0.8845,,,,,,,,3,0.0096,0.0181,0.0432,0.0001,0.0002,0.0005,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2050,0.3,,0.96,,,,,,,,3,0.0104,0.0197,0.0469,0.0001,0.0002,0.0005,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2051,0.306,,1.0083,,,,,,,,3,0.011,0.0206,0.0492,0.0001,0.0002,0.0006,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2052,0.312,,1.0589,,,,,,,,3,0.0115,0.0217,0.0517,0.0001,0.0003,0.0006,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2053,0.318,,1.112,,,,,,,,3,0.0121,0.0228,0.0543,0.0002,0.0003,0.0007,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2054,0.324,,1.1678,,,,,,,,3,0.0127,0.0239,0.057,0.0002,0.0003,0.0007,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2055,0.33,,1.2262,,,,,,,,3,0.0133,0.0251,0.0599,0.0002,0.0003,0.0008,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2056,0.336,,1.2875,,,,,,,,3,0.014,0.0264,0.0629,0.0002,0.0004,0.0009,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2057,0.342,,1.3518,,,,,,,,3,0.0147,0.0277,0.066,0.0002,0.0004,0.0009,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2058,0.348,,1.4193,,,,,,,,3,0.0154,0.0291,0.0693,0.0002,0.0004,0.001,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2059,0.354,,1.49,,,,,,,,3,0.0162,0.0305,0.0728,0.0002,0.0004,0.0011,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2060,0.36,,1.5642,,,,,,,,3,0.017,0.032,0.0764,0.0003,0.0005,0.0011,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2061,0.366,,1.642,,,,,,,,3,0.0178,0.0336,0.0802,0.0003,0.0005,0.0012,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2062,0.372,,1.7236,,,,,,,,3,0.0187,0.0353,0.0842,0.0003,0.0005,0.0013,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2063,0.378,,1.8092,,,,,,,,3,0.0197,0.037,0.0883,0.0003,0.0006,0.0014,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2064,0.384,,1.8989,,,,,,,,3,0.0206,0.0389,0.0927,0.0003,0.0006,0.0015,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2065,0.39,,1.993,,,,,,,,3,0.0217,0.0408,0.0973,0.0004,0.0007,0.0016,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2066,0.396,,2.0916,,,,,,,,3,0.0227,0.0428,0.1021,0.0004,0.0007,0.0017,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2067,0.402,,2.195,,,,,,,,3,0.0239,0.0449,0.1072,0.0004,0.0008,0.0018,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2068,0.408,,2.3035,,,,,,,,3,0.025,0.0472,0.1125,0.0004,0.0008,0.0019,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2069,0.414,,2.4171,,,,,,,,3,0.0263,0.0495,0.118,0.0005,0.0008,0.002,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2070,0.42,,2.5363,,,,,,,,3,0.0276,0.0519,0.1238,0.0005,0.0009,0.0021,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2071,0.426,,2.6613,,,,,,,,3,0.0289,0.0545,0.1299,0.0005,0.001,0.0023,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2072,0.432,,2.7923,,,,,,,,3,0.0303,0.0572,0.1363,0.0005,0.001,0.0024,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2073,0.438,,2.9296,,,,,,,,3,0.0318,0.06,0.143,0.0006,0.0011,0.0026,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2074,0.444,,3.0735,,,,,,,,3,0.0334,0.0629,0.1501,0.0006,0.0011,0.0027,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2075,0.45,,3.2244,,,,,,,,3,0.035,0.066,0.1574,0.0006,0.0012,0.0029,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2076,0.456,,3.3826,,,,,,,,3,0.0368,0.0693,0.1652,0.0007,0.0013,0.003,
